timestamp,candidate,median_time,sample_times,response_preview
2025-11-02 07:21:11,U,0.060415,0.044831;0.068839;0.060177;0.059394;0.059001;0.061460;0.060905;0.060653,Enter password: Wrong!
2025-11-02 07:21:12,V,0.052622,0.067138;0.052408;0.042508;0.051139;0.040618;0.052836;0.060996;0.062094,Enter password: Wrong!
2025-11-02 07:21:12,W,0.058532,0.038850;0.056270;0.058321;0.061005;0.064655;0.055755;0.062425;0.058742,Enter password: Wrong!
2025-11-02 07:21:12,X,0.055303,0.058598;0.047230;0.065655;0.066116;0.052009;0.047041;0.043324;0.063092,Enter password: Wrong!
2025-11-02 07:21:13,Y,0.056866,0.044114;0.054315;0.055210;0.061719;0.063251;0.062253;0.058522;0.047733,Enter password: Wrong!
2025-11-02 07:21:13,Z,0.049336,0.059233;0.059659;0.047894;0.045060;0.050777;0.055515;0.045523;0.047262,Enter password: Wrong!
2025-11-02 07:21:14,0,0.060749,0.061388;0.060820;0.061935;0.043466;0.045942;0.060678;0.063183;0.037978,Enter password: Wrong!
2025-11-02 07:21:14,1,0.052959,0.053625;0.060804;0.060180;0.047275;0.038088;0.066515;0.040015;0.052294,Enter password: Wrong!
2025-11-02 07:21:15,2,0.045532,0.046307;0.044757;0.063656;0.044713;0.063066;0.059314;0.040149;0.039428,Enter password: Wrong!
2025-11-02 07:21:15,3,0.056279,0.038907;0.053683;0.059218;0.048956;0.058874;0.062476;0.046076;0.062898,Enter password: Wrong!
2025-11-02 07:21:15,4,0.053628,0.038271;0.039427;0.058969;0.063110;0.059369;0.058228;0.049028;0.045525,Enter password: Wrong!
2025-11-02 07:21:16,5,0.054942,0.041909;0.050621;0.059263;0.049073;0.060412;0.061873;0.061733;0.044204,Enter password: Wrong!
2025-11-02 07:21:16,6,0.054236,0.052124;0.060904;0.047032;0.062730;0.059546;0.045756;0.039193;0.056348,Enter password: Wrong!
2025-11-02 07:21:17,7,0.057088,0.039961;0.052164;0.063009;0.059408;0.061757;0.059384;0.054793;0.040108,Enter password: Wrong!
2025-11-02 07:21:17,8,0.055776,0.038937;0.054142;0.057411;0.046173;0.063189;0.062743;0.058777;0.048394,Enter password: Wrong!
2025-11-02 07:21:18,9,0.060100,0.039722;0.049534;0.062815;0.061331;0.059890;0.061359;0.046194;0.060310,Enter password: Wrong!
2025-11-02 07:21:18,L-check,0.049832,,Enter password: Wrong!
2025-11-02 07:21:18,LA,0.061497,0.062474;0.064449;0.060572;0.062704;0.046908;0.047758;0.058226;0.062421,Enter password: Wrong!
2025-11-02 07:21:19,LB,0.061068,0.061166;0.060872;0.063036;0.046382;0.062854;0.060970;0.065616;0.059777,Enter password: Wrong!
2025-11-02 07:21:19,LC,0.061155,0.050478;0.058493;0.061143;0.061308;0.063598;0.061168;0.061556;0.047916,Enter password: Wrong!
2025-11-02 07:21:20,LD,0.060361,0.049279;0.055644;0.065229;0.062444;0.058734;0.059182;0.064282;0.061541,Enter password: Wrong!
2025-11-02 07:21:20,LE,0.060760,0.061689;0.060807;0.063080;0.062369;0.046828;0.060713;0.048929;0.058680,Enter password: Wrong!
2025-11-02 07:21:20,LF,0.060931,0.062154;0.058545;0.063045;0.059704;0.061559;0.062309;0.060258;0.060303,Enter password: Wrong!
2025-11-02 07:21:21,LG,0.061586,0.059780;0.063179;0.057498;0.060842;0.062826;0.062853;0.062330;0.060290,Enter password: Wrong!
2025-11-02 07:21:21,LH,0.053625,0.060129;0.049058;0.048027;0.050382;0.068768;0.063407;0.049505;0.056868,Enter password: Wrong!
2025-11-02 07:21:22,LI,0.061559,0.059702;0.062685;0.083641;0.053996;0.062725;0.060433;0.066539;0.059108,Enter password: Wrong!
2025-11-02 07:21:22,LJ,0.058402,0.046235;0.061248;0.047651;0.058905;0.048436;0.058726;0.058078;0.063025,Enter password: Wrong!
2025-11-02 07:21:23,LK,0.059650,0.060148;0.062680;0.048915;0.059151;0.048590;0.058806;0.062395;0.065582,Enter password: Wrong!
2025-11-02 07:21:23,LL,0.061159,0.062530;0.059609;0.058696;0.061057;0.062437;0.062747;0.061106;0.061212,Enter password: Wrong!
2025-11-02 07:21:24,LM,0.062793,0.061782;0.063917;0.061775;0.063274;0.062654;0.075615;0.059507;0.062932,Enter password: Wrong!
2025-11-02 07:21:24,LN,0.062206,0.064409;0.057741;0.065063;0.059375;0.063608;0.064230;0.060518;0.060805,Enter password: Wrong!
2025-11-02 07:21:25,LO,0.059791,0.050085;0.055268;0.063023;0.060593;0.064947;0.061252;0.048591;0.058990,Enter password: Wrong!
2025-11-02 07:21:25,LP,0.062636,0.058215;0.078098;0.062466;0.063272;0.047787;0.057235;0.062805;0.063013,Enter password: Wrong!
2025-11-02 07:21:26,LQ,0.059754,0.050358;0.059368;0.047781;0.055899;0.060140;0.062815;0.062916;0.061353,Enter password: Wrong!
2025-11-02 07:21:26,LR,0.061045,0.058549;0.062973;0.048510;0.057950;0.063552;0.063468;0.061394;0.060695,Enter password: Wrong!
2025-11-02 07:21:27,LS,0.060939,0.058630;0.062728;0.061093;0.060785;0.061615;0.060238;0.062851;0.059699,Enter password: Wrong!
2025-11-02 07:21:27,LT,0.060685,0.093087;0.061020;0.060350;0.060094;0.047836;0.057388;0.062667;0.063127,Enter password: Wrong!
2025-11-02 07:21:28,LU,0.060563,0.060484;0.061556;0.058807;0.061996;0.059249;0.062878;0.060642;0.046881,Enter password: Wrong!
2025-11-02 07:21:28,LV,0.060900,0.057628;0.060666;0.062919;0.060812;0.060989;0.061620;0.060194;0.063400,Enter password: Wrong!
2025-11-02 07:21:29,LW,0.060160,0.058447;0.064877;0.059707;0.048037;0.058528;0.060613;0.063668;0.060752,Enter password: Wrong!
2025-11-02 07:21:29,LX,0.058670,0.049704;0.056367;0.062726;0.061688;0.060701;0.050120;0.056638;0.063797,Enter password: Wrong!
2025-11-02 07:21:30,LY,0.060415,0.056794;0.048027;0.063152;0.059712;0.063002;0.061117;0.057874;0.062801,Enter password: Wrong!
2025-11-02 07:21:30,LZ,0.059884,0.059434;0.059401;0.055542;0.069498;0.062969;0.060878;0.060027;0.059741,Enter password: Wrong!
2025-11-02 07:21:31,L0,0.061563,0.047162;0.061884;0.062195;0.061659;0.058271;0.065160;0.061467;0.048146,Enter password: Wrong!
2025-11-02 07:21:31,L1,0.060701,0.047896;0.069506;0.062547;0.057944;0.063815;0.050535;0.073776;0.058856,Enter password: Wrong!
2025-11-02 07:21:31,L2,0.058865,0.057487;0.048824;0.048851;0.060884;0.061975;0.060242;0.063281;0.050148,Enter password: Wrong!
2025-11-02 07:21:32,L3,0.075981,0.062160;0.077371;0.075470;0.076179;0.081001;0.077770;0.061023;0.075782,Enter password: Wrong!
2025-11-02 07:21:33,L4,0.060049,0.055778;0.059739;0.060359;0.058821;0.061157;0.063184;0.058399;0.062976,Enter password: Wrong!
2025-11-02 07:21:33,L5,0.059956,0.060021;0.060687;0.059558;0.064018;0.059892;0.048422;0.059125;0.061444,Enter password: Wrong!
2025-11-02 07:21:33,L6,0.057155,0.046829;0.056038;0.049047;0.059710;0.047990;0.058272;0.064022;0.062934,Enter password: Wrong!
2025-11-02 07:21:34,L7,0.061312,0.047033;0.059058;0.061309;0.060931;0.062363;0.061314;0.062336;0.062756,Enter password: Wrong!
2025-11-02 07:21:34,L8,0.061523,0.061178;0.061869;0.062238;0.050530;0.057544;0.053921;0.067237;0.065445,Enter password: Wrong!
2025-11-02 07:21:35,L9,0.059678,0.049958;0.071148;0.059630;0.061000;0.060585;0.049244;0.059165;0.059726,Enter password: Wrong!
2025-11-02 07:21:35,L3-check,0.068302,,Enter password: Wrong!
2025-11-02 07:21:36,L3A,0.077083,0.084372;0.075625;0.075540;0.077906;0.078522;0.072123;0.080158;0.076260,Enter password: Wrong!
2025-11-02 07:21:36,L3B,0.073552,0.061167;0.060028;0.071977;0.076017;0.075128;0.079122;0.061662;0.076699,Enter password: Wrong!
2025-11-02 07:21:37,L3C,0.075699,0.073446;0.076336;0.075660;0.061890;0.077754;0.075738;0.062544;0.077714,Enter password: Wrong!
2025-11-02 07:21:37,L3D,0.074682,0.055659;0.056979;0.076343;0.073382;0.075981;0.078490;0.072254;0.076899,Enter password: Wrong!
2025-11-02 07:21:38,L3E,0.075084,0.060681;0.074955;0.075213;0.075661;0.060737;0.078003;0.060193;0.075584,Enter password: Wrong!
2025-11-02 07:21:38,L3F,0.074945,0.062429;0.077511;0.075833;0.077567;0.077630;0.074057;0.056931;0.067448,Enter password: Wrong!
2025-11-02 07:21:39,L3G,0.067196,0.071166;0.060846;0.063219;0.079512;0.061316;0.076927;0.075468;0.063227,Enter password: Wrong!
2025-11-02 07:21:40,L3H,0.076582,0.077118;0.075838;0.075394;0.064417;0.076061;0.078180;0.077102;0.077447,Enter password: Wrong!
2025-11-02 07:21:40,L3I,0.069211,0.075545;0.075734;0.079104;0.060640;0.062877;0.061851;0.062596;0.076017,Enter password: Wrong!
2025-11-02 07:21:41,L3J,0.075358,0.074740;0.064061;0.077824;0.077289;0.075976;0.079578;0.073364;0.054287,Enter password: Wrong!
2025-11-02 07:21:41,L3K,0.077965,0.066486;0.078005;0.077925;0.075107;0.079940;0.073303;0.078072;0.088450,Enter password: Wrong!
2025-11-02 07:21:42,L3L,0.070982,0.054084;0.069923;0.075243;0.064732;0.074974;0.062230;0.077031;0.072041,Enter password: Wrong!
2025-11-02 07:21:42,L3M,0.071248,0.062316;0.058883;0.067243;0.075254;0.062462;0.077559;0.076064;0.080092,Enter password: Wrong!
2025-11-02 07:21:43,L3N,0.075056,0.073749;0.075849;0.077714;0.075254;0.078580;0.074857;0.057911;0.064959,Enter password: Wrong!
2025-11-02 07:21:44,L3O,0.076075,0.073430;0.076460;0.062826;0.074313;0.079065;0.077013;0.076464;0.075690,Enter password: Wrong!
2025-11-02 07:21:44,L3P,0.065366,0.072577;0.063318;0.064317;0.060669;0.081097;0.055262;0.066414;0.075384,Enter password: Wrong!
2025-11-02 07:21:45,L3Q,0.068961,0.057933;0.066552;0.071370;0.062184;0.076018;0.055987;0.071878;0.074933,Enter password: Wrong!
2025-11-02 07:21:45,L3R,0.075571,0.077144;0.075973;0.077950;0.075093;0.057674;0.063123;0.075169;0.079758,Enter password: Wrong!
2025-11-02 07:21:46,L3S,0.071972,0.072815;0.068934;0.071129;0.076499;0.064484;0.075469;0.075489;0.069423,Enter password: Wrong!
2025-11-02 07:21:46,L3T,0.073452,0.056224;0.073702;0.075855;0.077680;0.075485;0.064913;0.073201;0.063838,Enter password: Wrong!
2025-11-02 07:21:47,L3U,0.074896,0.074791;0.078506;0.075002;0.061628;0.063312;0.079523;0.081074;0.070056,Enter password: Wrong!
2025-11-02 07:21:48,L3V,0.075594,0.062061;0.076035;0.079344;0.075670;0.075517;0.061228;0.077818;0.075205,Enter password: Wrong!
2025-11-02 07:21:48,L3W,0.075605,0.074462;0.077441;0.075534;0.075675;0.071686;0.071225;0.076065;0.078341,Enter password: Wrong!
2025-11-02 07:21:49,L3X,0.076603,0.073702;0.061493;0.077881;0.063657;0.078091;0.077612;0.075594;0.079312,Enter password: Wrong!
2025-11-02 07:21:49,L3Y,0.076187,0.076705;0.062321;0.059492;0.078816;0.076929;0.075670;0.075350;0.080244,Enter password: Wrong!
2025-11-02 07:21:50,L3Z,0.067375,0.070992;0.061879;0.077544;0.056335;0.068517;0.057292;0.066233;0.076236,Enter password: Wrong!
2025-11-02 07:21:51,L30,0.077679,0.079559;0.077431;0.078287;0.077130;0.077050;0.078750;0.075391;0.077927,Enter password: Wrong!
2025-11-02 07:21:51,L31,0.076065,0.056395;0.069734;0.076110;0.076020;0.078999;0.077100;0.084342;0.071067,Enter password: Wrong!
2025-11-02 07:21:52,L32,0.077407,0.077192;0.077120;0.072893;0.064025;0.077623;0.082476;0.083915;0.079847,Enter password: Wrong!
2025-11-02 07:21:52,L33,0.075645,0.053223;0.072819;0.072162;0.085148;0.068400;0.080462;0.078472;0.083895,Enter password: Wrong!
2025-11-02 07:21:53,L34,0.077730,0.066952;0.084469;0.081590;0.084413;0.071479;0.075787;0.079672;0.071110,Enter password: Wrong!
2025-11-02 07:21:54,L35,0.077204,0.108718;0.078320;0.076016;0.076466;0.062714;0.077942;0.078406;0.075979,Enter password: Wrong!
2025-11-02 07:21:54,L36,0.076839,0.058623;0.076632;0.079077;0.056267;0.079239;0.077680;0.077045;0.075806,Enter password: Wrong!
2025-11-02 07:21:55,L37,0.075141,0.059959;0.065058;0.075086;0.077552;0.078120;0.076010;0.075197;0.055809,Enter password: Wrong!
2025-11-02 07:21:55,L38,0.076533,0.052835;0.076718;0.076827;0.076348;0.062016;0.078013;0.058069;0.077624,Enter password: Wrong!
2025-11-02 07:21:56,L39,0.076483,0.074893;0.077803;0.083051;0.072192;0.076234;0.077947;0.075967;0.076732,Enter password: Wrong!
2025-11-02 07:21:59,L3K-retest,0.075698,0.079976;0.072166;0.075603;0.078231;0.062441;0.075406;0.077745;0.076329;0.077076;0.077894;0.077473;0.077987;0.055387;0.067909;0.078189;0.075369;0.075347;0.077749;0.075714;0.077943;0.075678;0.059889;0.074747;0.079191;0.078199;0.077150;0.057316;0.065479;0.078001;0.078096;0.058536;0.062472;0.076742;0.075682;0.077645;0.076884;0.074349;0.062882;0.063157;0.075103,Enter password: Wrong!
2025-11-02 07:22:02,L34-retest,0.075704,0.053920;0.072048;0.074689;0.076035;0.075920;0.074900;0.080990;0.075064;0.076634;0.060068;0.063910;0.057208;0.064210;0.077686;0.078042;0.058310;0.056754;0.062562;0.065529;0.082415;0.077726;0.079990;0.080767;0.075489;0.078009;0.098758;0.056750;0.077527;0.057407;0.064844;0.077777;0.078757;0.074638;0.083084;0.071675;0.076487;0.076473;0.076898;0.077503;0.075313,Enter password: Wrong!
2025-11-02 07:22:02,L34-check,0.055503,,Enter password: Wrong!
2025-11-02 07:22:02,L34A,0.077554,0.068457;0.079985;0.076598;0.100266;0.066979;0.078510;0.082910;0.072527,Enter password: Wrong!
2025-11-02 07:22:03,L34B,0.075419,0.055846;0.066107;0.064962;0.075378;0.078196;0.075658;0.075461;0.090442,Enter password: Wrong!
2025-11-02 07:22:04,L34C,0.078005,0.077931;0.078067;0.090641;0.066531;0.093703;0.075735;0.077943;0.086272,Enter password: Wrong!
2025-11-02 07:22:04,L34D,0.076699,0.072388;0.102116;0.078187;0.060209;0.089842;0.065873;0.077392;0.076006,Enter password: Wrong!
2025-11-02 07:22:05,L34E,0.070242,0.054562;0.065347;0.079080;0.064670;0.076280;0.075138;0.075689;0.055948,Enter password: Wrong!
2025-11-02 07:22:05,L34F,0.075904,0.066957;0.078163;0.077089;0.075542;0.076258;0.075550;0.076640;0.073889,Enter password: Wrong!
2025-11-02 07:22:06,L34G,0.075413,0.062403;0.063270;0.064841;0.075316;0.075510;0.077632;0.075975;0.077833,Enter password: Wrong!
2025-11-02 07:22:07,L34H,0.076716,0.074865;0.075496;0.079506;0.078374;0.074893;0.077936;0.073676;0.078365,Enter password: Wrong!
2025-11-02 07:22:07,L34I,0.069816,0.062901;0.073515;0.076663;0.076680;0.055394;0.066117;0.062026;0.077207,Enter password: Wrong!
2025-11-02 07:22:08,L34J,0.072620,0.055898;0.068235;0.075765;0.076331;0.071409;0.073832;0.058114;0.084530,Enter password: Wrong!
2025-11-02 07:22:08,L34K,0.074792,0.064674;0.074822;0.062767;0.086282;0.065352;0.078707;0.074761;0.081097,Enter password: Wrong!
2025-11-02 07:22:09,L34L,0.074457,0.073218;0.074764;0.074150;0.064122;0.078853;0.075321;0.076926;0.055964,Enter password: Wrong!
2025-11-02 07:22:10,L34M,0.075433,0.056870;0.074816;0.077837;0.075208;0.077810;0.076167;0.075346;0.075521,Enter password: Wrong!
2025-11-02 07:22:10,L34N,0.075158,0.074717;0.062794;0.077904;0.077472;0.077762;0.075598;0.062734;0.062881,Enter password: Wrong!
2025-11-02 07:22:11,L34O,0.075232,0.064153;0.074868;0.075530;0.078480;0.074933;0.062447;0.076810;0.078753,Enter password: Wrong!
2025-11-02 07:22:11,L34P,0.078874,0.084284;0.073644;0.058892;0.073655;0.080011;0.110629;0.088177;0.077737,Enter password: Wrong!
2025-11-02 07:22:12,L34Q,0.072919,0.072802;0.059569;0.065277;0.064711;0.076087;0.079578;0.073037;0.081840,Enter password: Wrong!
2025-11-02 07:22:12,L34R,0.071975,0.064528;0.094860;0.068474;0.075705;0.065546;0.076729;0.075476;0.065361,Enter password: Wrong!
2025-11-02 07:22:13,L34S,0.083069,0.096294;0.072097;0.081936;0.070249;0.084201;0.111546;0.065364;0.111457,Enter password: Wrong!
2025-11-02 07:22:14,L34T,0.079476,0.067650;0.114347;0.077013;0.058538;0.081939;0.130606;0.084075;0.073219,Enter password: Wrong!
2025-11-02 07:22:15,L34U,0.090394,0.087657;0.099188;0.085573;0.101801;0.093132;0.069160;0.072875;0.094957,Enter password: Wrong!
2025-11-02 07:22:15,L34V,0.081892,0.083402;0.069556;0.081957;0.095853;0.068978;0.081827;0.087715;0.080862,Enter password: Wrong!
2025-11-02 07:22:16,L34W,0.076107,0.076400;0.150120;0.072101;0.058414;0.076083;0.057317;0.081471;0.076130,Enter password: Wrong!
2025-11-02 07:22:16,L34X,0.076050,0.074149;0.076849;0.084435;0.069108;0.082954;0.075483;0.073826;0.076616,Enter password: Wrong!
2025-11-02 07:22:17,L34Y,0.076740,0.077082;0.082468;0.072074;0.076397;0.078180;0.072093;0.075571;0.085175,Enter password: Wrong!
2025-11-02 07:22:18,L34Z,0.075329,0.069713;0.075040;0.080306;0.071666;0.064996;0.091054;0.075619;0.077847,Enter password: Wrong!
2025-11-02 07:22:18,L340,0.057423,0.074860;0.056850;0.054836;0.087263;0.056307;0.056053;0.057996;0.072716,Enter password: Wrong!
2025-11-02 07:22:19,L341,0.076367,0.076712;0.077636;0.075472;0.078724;0.074732;0.076022;0.061364;0.079195,Enter password: Wrong!
2025-11-02 07:22:19,L342,0.074848,0.073225;0.067331;0.073698;0.077806;0.057220;0.081995;0.075998;0.077448,Enter password: Wrong!
2025-11-02 07:22:20,L343,0.077833,0.076585;0.078187;0.074433;0.078552;0.078105;0.077561;0.110017;0.070821,Enter password: Wrong!
2025-11-02 07:22:21,L344,0.079005,0.079421;0.076570;0.076642;0.079703;0.075426;0.078590;0.083640;0.084229,Enter password: Wrong!
2025-11-02 07:22:21,L345,0.079707,0.065559;0.074341;0.078782;0.104739;0.077604;0.080632;0.113944;0.082864,Enter password: Wrong!
2025-11-02 07:22:22,L346,0.070482,0.064438;0.054272;0.066949;0.074016;0.075384;0.075628;0.063706;0.075571,Enter password: Wrong!
2025-11-02 07:22:23,L347,0.078105,0.076063;0.079387;0.075443;0.077676;0.082552;0.070739;0.078534;0.079151,Enter password: Wrong!
2025-11-02 07:22:23,L348,0.077999,0.091784;0.073500;0.077591;0.078289;0.077709;0.080072;0.117930;0.076186,Enter password: Wrong!
2025-11-02 07:22:24,L349,0.075416,0.072895;0.081648;0.062810;0.077910;0.075463;0.078178;0.075369;0.075301,Enter password: Wrong!
2025-11-02 07:22:24,L34U-check,0.059847,,Enter password: Wrong!
2025-11-02 07:22:24,L34UA,0.076375,0.076360;0.074991;0.077661;0.077957;0.076391;0.077353;0.074354;0.054307,Enter password: Wrong!
2025-11-02 07:22:25,L34UB,0.075463,0.056003;0.073484;0.077919;0.075373;0.075553;0.079775;0.061348;0.078146,Enter password: Wrong!
2025-11-02 07:22:26,L34UC,0.071489,0.077595;0.076107;0.062760;0.055426;0.068015;0.062651;0.074963;0.075362,Enter password: Wrong!
2025-11-02 07:22:26,L34UD,0.072349,0.064703;0.075850;0.063968;0.081204;0.068848;0.077438;0.077761;0.054250,Enter password: Wrong!
2025-11-02 07:22:27,L34UE,0.068583,0.066216;0.059126;0.054718;0.070950;0.077902;0.076256;0.074724;0.062747,Enter password: Wrong!
2025-11-02 07:22:27,L34UF,0.065676,0.055785;0.067730;0.056137;0.063621;0.056433;0.069936;0.075240;0.077290,Enter password: Wrong!
2025-11-02 07:22:28,L34UG,0.074853,0.055871;0.056302;0.076215;0.075261;0.074592;0.078959;0.075114;0.061903,Enter password: Wrong!
2025-11-02 07:22:28,L34UH,0.073004,0.072363;0.065301;0.077861;0.075242;0.060775;0.077825;0.073645;0.062484,Enter password: Wrong!
2025-11-02 07:22:29,L34UI,0.070063,0.075213;0.077189;0.075677;0.064913;0.101649;0.055958;0.055245;0.063005,Enter password: Wrong!
2025-11-02 07:22:29,L34UJ,0.067872,0.072742;0.070459;0.064160;0.072978;0.062830;0.084319;0.065286;0.064777,Enter password: Wrong!
2025-11-02 07:22:30,L34UK,0.064958,0.073901;0.062613;0.077146;0.058328;0.065324;0.064592;0.076552;0.057213,Enter password: Wrong!
2025-11-02 07:22:31,L34UL,0.075746,0.079005;0.075841;0.083929;0.071402;0.075566;0.075651;0.065500;0.077024,Enter password: Wrong!
2025-11-02 07:22:31,L34UM,0.069702,0.075570;0.077157;0.061990;0.063649;0.077455;0.058589;0.063833;0.078696,Enter password: Wrong!
2025-11-02 07:22:32,L34UN,0.072087,0.054905;0.064833;0.071616;0.056288;0.072558;0.078486;0.078039;0.078980,Enter password: Wrong!
2025-11-02 07:22:32,L34UO,0.075564,0.073958;0.062454;0.077170;0.061679;0.062997;0.078002;0.078458;0.078664,Enter password: Wrong!
2025-11-02 07:22:33,L34UP,0.075907,0.056105;0.070954;0.076323;0.077060;0.077999;0.075492;0.064805;0.079654,Enter password: Wrong!
2025-11-02 07:22:33,L34UQ,0.070046,0.075628;0.060581;0.075055;0.062521;0.075835;0.077723;0.059520;0.065038,Enter password: Wrong!
2025-11-02 07:22:34,L34UR,0.075477,0.055820;0.069947;0.076813;0.061213;0.075228;0.079950;0.075726;0.077451,Enter password: Wrong!
2025-11-02 07:22:35,L34US,0.074896,0.074699;0.076188;0.077784;0.072859;0.056434;0.069586;0.075093;0.077745,Enter password: Wrong!
2025-11-02 07:22:35,L34UT,0.075414,0.075028;0.077883;0.077617;0.075800;0.074102;0.063298;0.074930;0.077185,Enter password: Wrong!
2025-11-02 07:22:36,L34UU,0.066863,0.074747;0.060568;0.057358;0.068242;0.078625;0.059705;0.065485;0.075816,Enter password: Wrong!
2025-11-02 07:22:36,L34UV,0.077314,0.077364;0.075829;0.077822;0.077264;0.077849;0.076016;0.077990;0.073055,Enter password: Wrong!
2025-11-02 07:22:37,L34UW,0.076293,0.073437;0.078480;0.074919;0.078039;0.089032;0.076678;0.062842;0.075909,Enter password: Wrong!
2025-11-02 07:22:38,L34UX,0.076387,0.055492;0.067409;0.077362;0.077058;0.077776;0.074988;0.080719;0.075716,Enter password: Wrong!
2025-11-02 07:22:38,L34UY,0.067173,0.053798;0.060924;0.067996;0.076495;0.075560;0.079351;0.053896;0.066349,Enter password: Wrong!
2025-11-02 07:22:39,L34UZ,0.075976,0.058021;0.063535;0.075705;0.078654;0.076246;0.081292;0.077431;0.072957,Enter password: Wrong!
2025-11-02 07:22:39,L34U0,0.075469,0.078643;0.075964;0.075305;0.062722;0.063985;0.075633;0.087699;0.069825,Enter password: Wrong!
2025-11-02 07:22:40,L34U1,0.076598,0.057974;0.080119;0.073981;0.076739;0.077039;0.076458;0.077358;0.075739,Enter password: Wrong!
2025-11-02 07:22:40,L34U2,0.075760,0.076679;0.063136;0.078413;0.075849;0.063678;0.075734;0.075786;0.075484,Enter password: Wrong!
2025-11-02 07:22:41,L34U3,0.069825,0.076773;0.077823;0.063013;0.057129;0.065500;0.063329;0.080609;0.074149,Enter password: Wrong!
2025-11-02 07:22:42,L34U4,0.076399,0.073627;0.078847;0.076387;0.076913;0.076412;0.062748;0.076753;0.075104,Enter password: Wrong!
2025-11-02 07:22:42,L34U5,0.070283,0.060299;0.063347;0.077599;0.078770;0.057169;0.064146;0.076688;0.076420,Enter password: Wrong!
2025-11-02 07:22:43,L34U6,0.074806,0.077626;0.060694;0.077830;0.075446;0.062260;0.064231;0.074165;0.078443,Enter password: Wrong!
2025-11-02 07:22:43,L34U7,0.076480,0.077225;0.076647;0.075433;0.073828;0.077173;0.075645;0.077905;0.076313,Enter password: Wrong!
2025-11-02 07:22:44,L34U8,0.075011,0.078263;0.060854;0.064905;0.073992;0.085946;0.056053;0.076030;0.078336,Enter password: Wrong!
2025-11-02 07:22:44,L34U9,0.076277,0.075478;0.077076;0.055181;0.079190;0.078197;0.079455;0.057312;0.066531,Enter password: Wrong!
2025-11-02 07:22:47,L34UV-retest,0.075772,0.072930;0.077733;0.078566;0.074633;0.078024;0.075447;0.061570;0.079296;0.074452;0.060700;0.056266;0.069034;0.075806;0.077623;0.077373;0.075925;0.056248;0.067094;0.055270;0.070414;0.075587;0.075864;0.062300;0.078244;0.078357;0.058649;0.077990;0.062835;0.079702;0.075738;0.079622;0.078575;0.072415;0.078659;0.075039;0.075660;0.079479;0.076009;0.076223;0.077746,Enter password: Wrong!
